scenario,position_id,side,product,currency,balance_try_mn,repricing_years,shock_bps,pass_through,repriced_fraction,baseline_nii_try_mn,shocked_nii_try_mn,delta_nii_try_mn
parallel_up,AUR-0106,liability,term_deposits,TRY,5776.476919,0.222591,400.000000,0.000000,0.777409,-2097.514557,-2097.514557,0.000000
parallel_up,AUR-0107,liability,term_deposits,TRY,9454.532656,0.198709,400.000000,0.000000,0.801291,-3463.823471,-3463.823471,0.000000
parallel_up,AUR-0108,liability,interbank_funding,TRY,1264.625474,0.432645,400.000000,0.800000,0.567355,-502.593109,-525.552839,-22.959731
parallel_up,AUR-0109,liability,interbank_funding,TRY,1164.655802,0.417268,400.000000,0.800000,0.582732,-457.283093,-479.000924,-21.717831
parallel_up,AUR-0110,liability,interbank_funding,TRY,2914.638178,0.197727,400.000000,0.800000,0.802273,-1148.904144,-1223.730880,-74.826736
parallel_up,AUR-0111,liability,interbank_funding,TRY,2868.624047,0.188727,400.000000,0.800000,0.811273,-1146.160172,-1220.631764,-74.471592
parallel_up,AUR-0112,liability,interbank_funding,TRY,1787.456499,0.274071,400.000000,0.800000,0.725929,-709.467796,-750.989924,-41.522128
parallel_up,AUR-0113,liability,repo_funding,TRY,401.870560,0.111871,400.000000,0.800000,0.888129,-157.890482,-169.311695,-11.421213
parallel_up,AUR-0114,liability,repo_funding,TRY,2446.587339,0.111943,400.000000,0.800000,0.888057,-955.202647,-1024.729336,-69.526688
parallel_up,AUR-0115,liability,repo_funding,TRY,4412.160563,0.055576,400.000000,0.800000,0.944424,-1694.107774,-1827.450185,-133.342410
parallel_up,AUR-0116,liability,repo_funding,TRY,739.381538,0.179083,400.000000,0.800000,0.820917,-286.945531,-306.368599,-19.423068
parallel_up,AUR-0117,liability,issued_debt,TRY,792.984636,5.811573,400.000000,0.000000,0.000000,-252.076874,-252.076874,0.000000
parallel_up,AUR-0118,liability,issued_debt,TRY,701.445736,3.556636,400.000000,0.000000,0.000000,-219.588682,-219.588682,0.000000
parallel_up,AUR-0119,liability,issued_debt,TRY,2272.545453,1.501705,400.000000,0.000000,0.000000,-720.951614,-720.951614,0.000000
parallel_up,AUR-0120,liability,issued_debt,TRY,5236.305360,4.502175,400.000000,0.000000,0.000000,-1689.787786,-1689.787786,0.000000
parallel_up,AUR-0121,liability,issued_debt,TRY,996.718815,1.212251,400.000000,0.000000,0.000000,-319.002398,-319.002398,0.000000
parallel_up,AUR-0122,liability,demand_deposits,USD,2821.136691,0.405262,200.000000,0.300000,0.594738,-32.141662,-42.208685,-10.067023
parallel_up,AUR-0123,liability,demand_deposits,USD,729.838115,0.502170,200.000000,0.300000,0.497830,-6.283826,-8.463838,-2.180012
parallel_up,AUR-0124,liability,demand_deposits,USD,1740.171372,0.255339,200.000000,0.300000,0.744661,-17.734713,-25.509739,-7.775027
parallel_up,AUR-0125,liability,demand_deposits,USD,992.842449,0.246648,200.000000,0.300000,0.753352,-12.930770,-17.418529,-4.487759
parallel_up,AUR-0126,liability,demand_deposits,USD,1716.011373,0.311685,200.000000,0.300000,0.688315,-18.048716,-25.135654,-7.086938
parallel_up,AUR-0127,liability,term_deposits,USD,2776.350582,0.308134,200.000000,0.000000,0.691866,-98.225868,-98.225868,0.000000
parallel_up,AUR-0128,liability,term_deposits,USD,1339.598786,0.408840,200.000000,0.000000,0.591160,-44.960726,-44.960726,0.000000
parallel_up,AUR-0129,liability,term_deposits,USD,1972.488443,0.863347,200.000000,0.000000,0.136653,-69.842896,-69.842896,0.000000
parallel_up,AUR-0130,liability,term_deposits,USD,992.316522,0.101327,200.000000,0.000000,0.898673,-35.503934,-35.503934,0.000000
parallel_up,AUR-0131,liability,term_deposits,USD,1173.301809,0.782372,200.000000,0.000000,0.217628,-39.177556,-39.177556,0.000000
parallel_up,AUR-0132,liability,term_deposits,USD,1745.943858,0.808065,200.000000,0.000000,0.191935,-53.209228,-53.209228,0.000000
parallel_up,AUR-0133,liability,wholesale_funding,USD,1136.233652,0.225998,200.000000,0.800000,0.774002,-61.714110,-75.785264,-14.071154
parallel_up,AUR-0134,liability,wholesale_funding,USD,2140.167645,0.445336,200.000000,0.800000,0.554664,-135.530375,-154.523558,-18.993183
parallel_up,AUR-0135,liability,wholesale_funding,USD,1559.377796,0.113278,200.000000,0.800000,0.886722,-92.590333,-114.714087,-22.123754
parallel_up,AUR-0136,liability,wholesale_funding,USD,1164.220907,0.142092,200.000000,0.800000,0.857908,-63.400025,-79.380735,-15.980711
parallel_up,AUR-0137,liability,demand_deposits,EUR,1926.035143,0.717660,225.000000,0.280000,0.282340,-28.720670,-32.146590,-3.425920
parallel_up,AUR-0138,liability,demand_deposits,EUR,556.688447,0.445327,225.000000,0.280000,0.554673,-8.000737,-9.946052,-1.945314
parallel_up,AUR-0139,liability,demand_deposits,EUR,612.066059,0.291922,225.000000,0.280000,0.708078,-7.325586,-10.055946,-2.730360
parallel_up,AUR-0140,liability,demand_deposits,EUR,1405.210351,0.388791,225.000000,0.280000,0.611209,-8.212724,-13.623650,-5.410926
parallel_up,AUR-0141,liability,term_deposits,EUR,3033.721517,0.967393,225.000000,0.000000,0.032607,-65.947099,-65.947099,0.000000
parallel_up,AUR-0142,liability,term_deposits,EUR,917.111452,0.883151,225.000000,0.000000,0.116849,-23.304912,-23.304912,0.000000
parallel_up,AUR-0143,liability,term_deposits,EUR,278.122897,0.498290,225.000000,0.000000,0.501710,-7.315027,-7.315027,0.000000
parallel_up,AUR-0144,liability,term_deposits,EUR,1058.534013,0.139518,225.000000,0.000000,0.860482,-29.992513,-29.992513,0.000000
parallel_up,AUR-0145,liability,term_deposits,EUR,712.510121,0.394673,225.000000,0.000000,0.605327,-16.232869,-16.232869,0.000000
parallel_up,AUR-0146,liability,wholesale_funding,EUR,1454.486053,0.486250,225.000000,0.800000,0.513750,-55.808019,-69.258379,-13.450360
parallel_up,AUR-0147,liability,wholesale_funding,EUR,626.555385,0.316525,225.000000,0.800000,0.683475,-33.125902,-40.834131,-7.708229
parallel_up,AUR-0148,liability,wholesale_funding,EUR,918.958562,0.297880,225.000000,0.800000,0.702120,-32.369295,-43.983241,-11.613945
parallel_down,AUR-0001,asset,cash_and_reserves,TRY,3765.537777,0.002740,-400.000000,1.000000,0.997260,1278.183444,1127.974636,-150.208808
parallel_down,AUR-0002,asset,cash_and_reserves,TRY,5296.943868,0.002740,-400.000000,1.000000,0.997260,1765.016013,1553.718803,-211.297210
parallel_down,AUR-0003,asset,cash_and_reserves,TRY,1981.046922,0.002740,-400.000000,1.000000,0.997260,661.261794,582.237040,-79.024754
parallel_down,AUR-0004,asset,cash_and_reserves,TRY,956.471433,0.002740,-400.000000,1.000000,0.997260,323.016854,284.862826,-38.154028
parallel_down,AUR-0005,asset,interbank_assets,TRY,1047.312767,0.136214,-400.000000,0.850000,0.863786,408.340283,377.582044,-30.758240
parallel_down,AUR-0006,asset,interbank_assets,TRY,4421.826412,0.262374,-400.000000,0.850000,0.737626,1722.417593,1611.521353,-110.896240
parallel_down,AUR-0007,asset,interbank_assets,TRY,1535.795959,0.249684,-400.000000,0.850000,0.750316,601.666389,562.487091,-39.179298
parallel_down,AUR-0008,asset,interbank_assets,TRY,995.064862,0.248604,-400.000000,0.850000,0.751396,394.669899,369.248516,-25.421384
parallel_down,AUR-0009,asset,government_securities,TRY,1165.703656,4.963240,-400.000000,0.000000,0.000000,369.901294,369.901294,0.000000
parallel_down,AUR-0010,asset,government_securities,TRY,9984.054409,4.273471,-400.000000,0.000000,0.000000,3169.738392,3169.738392,0.000000
parallel_down,AUR-0011,asset,government_securities,TRY,879.317216,8.388446,-400.000000,0.000000,0.000000,285.874750,285.874750,0.000000
parallel_down,AUR-0012,asset,government_securities,TRY,4082.365484,1.511682,-400.000000,0.000000,0.000000,1298.163402,1298.163402,0.000000
parallel_down,AUR-0013,asset,government_securities,TRY,1650.276104,8.670526,-400.000000,0.000000,0.000000,513.139492,513.139492,0.000000
parallel_down,AUR-0014,asset,government_securities,TRY,2260.393878,8.708310,-400.000000,0.000000,0.000000,700.542604,700.542604,0.000000
parallel_down,AUR-0015,asset,government_securities,TRY,1836.646369,3.776902,-400.000000,0.000000,0.000000,578.023027,578.023027,0.000000
parallel_down,AUR-0016,asset,government_securities,TRY,2141.242884,8.413346,-400.000000,0.000000,0.000000,673.975448,673.975448,0.000000
parallel_down,AUR-0017,asset,corporate_bonds,TRY,813.872339,4.762433,-400.000000,0.000000,0.000000,288.027451,288.027451,0.000000
parallel_down,AUR-0018,asset,corporate_bonds,TRY,1672.287349,4.774996,-400.000000,0.000000,0.000000,585.739748,585.739748,0.000000
parallel_down,AUR-0019,asset,corporate_bonds,TRY,793.528183,3.235996,-400.000000,0.000000,0.000000,273.449209,273.449209,0.000000
parallel_down,AUR-0020,asset,corporate_bonds,TRY,720.312129,4.975260,-400.000000,0.000000,0.000000,251.285792,251.285792,0.000000
parallel_down,AUR-0021,asset,retail_loans_fixed,TRY,2119.496482,2.213371,-400.000000,0.000000,0.000000,987.707382,987.707382,0.000000
parallel_down,AUR-0022,asset,retail_loans_fixed,TRY,309.724757,2.114083,-400.000000,0.000000,0.000000,144.538271,144.538271,0.000000
parallel_down,AUR-0023,asset,retail_loans_fixed,TRY,1943.076806,2.045303,-400.000000,0.000000,0.000000,904.920617,904.920617,0.000000
parallel_down,AUR-0024,asset,retail_loans_fixed,TRY,1023.744033,1.223127,-400.000000,0.000000,0.000000,472.159900,472.159900,0.000000
parallel_down,AUR-0025,asset,retail_loans_fixed,TRY,4634.579222,3.519136,-400.000000,0.000000,0.000000,2158.367526,2158.367526,0.000000
parallel_down,AUR-0026,asset,retail_loans_fixed,TRY,2969.378700,3.681330,-400.000000,0.000000,0.000000,1401.188699,1401.188699,0.000000
parallel_down,AUR-0027,asset,retail_loans_floating,TRY,1581.532313,0.289864,-400.000000,0.850000,0.710136,705.011331,666.825828,-38.185503
parallel_down,AUR-0028,asset,retail_loans_floating,TRY,2078.552733,0.267759,-400.000000,0.850000,0.732241,934.709824,882.961772,-51.748052
parallel_down,AUR-0029,asset,retail_loans_floating,TRY,1585.123379,0.219448,-400.000000,0.850000,0.780552,706.132187,664.064966,-42.067222
parallel_down,AUR-0030,asset,retail_loans_floating,TRY,1678.492565,0.163315,-400.000000,0.850000,0.836685,746.439491,698.690926,-47.748565
parallel_down,AUR-0031,asset,retail_loans_floating,TRY,3687.788038,0.095036,-400.000000,0.850000,0.904964,1612.212940,1498.744216,-113.468724
parallel_down,AUR-0032,asset,retail_loans_floating,TRY,2388.510972,0.311457,-400.000000,0.850000,0.688543,1054.642959,998.726814,-55.916145
parallel_down,AUR-0033,asset,mortgages,TRY,6232.229570,6.876291,-400.000000,0.000000,0.000000,2308.357255,2308.357255,0.000000
parallel_down,AUR-0034,asset,mortgages,TRY,1513.246414,8.916014,-400.000000,0.000000,0.000000,561.653861,561.653861,0.000000
parallel_down,AUR-0035,asset,mortgages,TRY,1229.696098,8.522554,-400.000000,0.000000,0.000000,451.693852,451.693852,0.000000
parallel_down,AUR-0036,asset,mortgages,TRY,1670.917721,4.010749,-400.000000,0.000000,0.000000,624.586872,624.586872,0.000000
parallel_down,AUR-0037,asset,mortgages,TRY,4024.829385,9.623429,-400.000000,0.000000,0.000000,1507.980290,1507.980290,0.000000
parallel_down,AUR-0038,asset,mortgages,TRY,3225.518405,7.652510,-400.000000,0.000000,0.000000,1186.912393,1186.912393,0.000000
parallel_down,AUR-0039,asset,mortgages,TRY,2163.986051,8.191318,-400.000000,0.000000,0.000000,794.220491,794.220491,0.000000
parallel_down,AUR-0040,asset,mortgages,TRY,1939.576356,4.630808,-400.000000,0.000000,0.000000,706.653360,706.653360,0.000000
parallel_down,AUR-0041,asset,sme_loans,TRY,1631.850593,0.447051,-400.000000,0.850000,0.552949,731.685742,701.006517,-30.679225
parallel_down,AUR-0042,asset,sme_loans,TRY,424.098844,0.247146,-400.000000,0.850000,0.752854,193.480309,182.624636,-10.855673
parallel_down,AUR-0043,asset,sme_loans,TRY,4759.273133,0.219241,-400.000000,0.850000,0.780759,2136.572635,2010.233894,-126.338741
parallel_down,AUR-0044,asset,sme_loans,TRY,3609.534815,0.160586,-400.000000,0.850000,0.839414,1636.200832,1533.184434,-103.016398
parallel_down,AUR-0045,asset,sme_loans,TRY,8376.247143,0.221721,-400.000000,0.850000,0.778279,3791.931354,3570.283407,-221.647947
parallel_down,AUR-0046,asset,sme_loans,TRY,1504.015181,0.218426,-400.000000,0.850000,0.781574,667.706818,627.739846,-39.966971
parallel_down,AUR-0047,asset,sme_loans,TRY,3245.873024,0.215806,-400.000000,0.850000,0.784194,1469.522855,1382.979454,-86.543401
parallel_down,AUR-0048,asset,sme_loans,TRY,1449.107267,0.388147,-400.000000,0.850000,0.611853,658.525177,628.379395,-30.145781
parallel_down,AUR-0049,asset,corporate_loans_fixed,TRY,952.570714,3.060101,-400.000000,0.000000,0.000000,398.101792,398.101792,0.000000
parallel_down,AUR-0050,asset,corporate_loans_fixed,TRY,2272.469657,4.929693,-400.000000,0.000000,0.000000,965.781561,965.781561,0.000000
parallel_down,AUR-0051,asset,corporate_loans_fixed,TRY,3230.215974,4.473732,-400.000000,0.000000,0.000000,1342.341411,1342.341411,0.000000
