currency,bucket,midpoint_years,base_rate_pct,classification,scenario,shock_bps,shocked_rate_pct
TRY,8Y-9Y,8.500000,28.000000,synthetic_curve_calibrated_to_public_market_context,short_down,-59.716484,27.402835
TRY,9Y-10Y,9.500000,27.500000,synthetic_curve_calibrated_to_public_market_context,short_down,-46.507245,27.034928
TRY,10Y-15Y,12.500000,26.500000,synthetic_curve_calibrated_to_public_market_context,short_down,-21.968467,26.280315
TRY,15Y-20Y,17.500000,25.000000,synthetic_curve_calibrated_to_public_market_context,short_down,-6.294071,24.937059
TRY,>20Y,25.000000,24.000000,synthetic_curve_calibrated_to_public_market_context,short_down,-0.965227,23.990348
USD,ON,0.001370,4.350000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.350000
USD,ON-1M,0.041667,4.350000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.350000
USD,1M-3M,0.166667,4.300000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.300000
USD,3M-6M,0.375000,4.250000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.250000
USD,6M-9M,0.625000,4.200000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.200000
USD,9M-1Y,0.875000,4.150000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.150000
USD,1Y-1.5Y,1.250000,4.100000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.100000
USD,1.5Y-2Y,1.750000,4.050000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.050000
USD,2Y-3Y,2.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.000000
USD,3Y-4Y,3.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.000000
USD,4Y-5Y,4.500000,4.050000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.050000
USD,5Y-6Y,5.500000,4.100000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.100000
USD,6Y-7Y,6.500000,4.200000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.200000
USD,7Y-8Y,7.500000,4.300000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.300000
USD,8Y-9Y,8.500000,4.400000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.400000
USD,9Y-10Y,9.500000,4.500000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.500000
USD,10Y-15Y,12.500000,4.650000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.650000
USD,15Y-20Y,17.500000,4.800000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.800000
USD,>20Y,25.000000,4.900000,synthetic_curve_calibrated_to_public_market_context,parallel_up,200.000000,6.900000
USD,ON,0.001370,4.350000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.350000
USD,ON-1M,0.041667,4.350000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.350000
USD,1M-3M,0.166667,4.300000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.300000
USD,3M-6M,0.375000,4.250000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.250000
USD,6M-9M,0.625000,4.200000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.200000
USD,9M-1Y,0.875000,4.150000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.150000
USD,1Y-1.5Y,1.250000,4.100000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.100000
USD,1.5Y-2Y,1.750000,4.050000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.050000
USD,2Y-3Y,2.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.000000
USD,3Y-4Y,3.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.000000
USD,4Y-5Y,4.500000,4.050000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.050000
USD,5Y-6Y,5.500000,4.100000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.100000
USD,6Y-7Y,6.500000,4.200000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.200000
USD,7Y-8Y,7.500000,4.300000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.300000
USD,8Y-9Y,8.500000,4.400000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.400000
USD,9Y-10Y,9.500000,4.500000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.500000
USD,10Y-15Y,12.500000,4.650000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.650000
USD,15Y-20Y,17.500000,4.800000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.800000
USD,>20Y,25.000000,4.900000,synthetic_curve_calibrated_to_public_market_context,parallel_down,-200.000000,2.900000
USD,ON,0.001370,4.350000,synthetic_curve_calibrated_to_public_market_context,steepener,-194.863893,2.401361
USD,ON-1M,0.041667,4.350000,synthetic_curve_calibrated_to_public_market_context,steepener,-190.880866,2.441191
USD,1M-3M,0.166667,4.300000,synthetic_curve_calibrated_to_public_market_context,steepener,-178.777809,2.512222
USD,3M-6M,0.375000,4.250000,synthetic_curve_calibrated_to_public_market_context,steepener,-159.427869,2.655721
USD,6M-9M,0.625000,4.200000,synthetic_curve_calibrated_to_public_market_context,steepener,-137.499768,2.825002
USD,9M-1Y,0.875000,4.150000,synthetic_curve_calibrated_to_public_market_context,steepener,-116.900223,2.980998
USD,1Y-1.5Y,1.250000,4.100000,synthetic_curve_calibrated_to_public_market_context,steepener,-88.317213,3.216828
USD,1.5Y-2Y,1.750000,4.050000,synthetic_curve_calibrated_to_public_market_context,steepener,-54.145289,3.508547
USD,2Y-3Y,2.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,steepener,-10.266418,3.897336
USD,3Y-4Y,3.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,steepener,36.797347,4.367973
USD,4Y-5Y,4.500000,4.050000,synthetic_curve_calibrated_to_public_market_context,steepener,73.450644,4.784506
USD,5Y-6Y,5.500000,4.100000,synthetic_curve_calibrated_to_public_market_context,steepener,101.996261,5.119963
USD,6Y-7Y,6.500000,4.200000,synthetic_curve_calibrated_to_public_market_context,steepener,124.227609,5.442276
USD,7Y-8Y,7.500000,4.300000,synthetic_curve_calibrated_to_public_market_context,steepener,141.541401,5.715414
USD,8Y-9Y,8.500000,4.400000,synthetic_curve_calibrated_to_public_market_context,steepener,155.025395,5.950254
USD,9Y-10Y,9.500000,4.500000,synthetic_curve_calibrated_to_public_market_context,steepener,165.526741,6.155267
USD,10Y-15Y,12.500000,4.650000,synthetic_curve_calibrated_to_public_market_context,steepener,185.035069,6.500351
USD,15Y-20Y,17.500000,4.800000,synthetic_curve_calibrated_to_public_market_context,steepener,197.496213,6.774962
USD,>20Y,25.000000,4.900000,synthetic_curve_calibrated_to_public_market_context,steepener,201.732644,6.917326
USD,ON,0.001370,4.350000,synthetic_curve_calibrated_to_public_market_context,flattener,239.871597,6.748716
USD,ON-1M,0.041667,4.350000,synthetic_curve_calibrated_to_public_market_context,flattener,236.114025,6.711140
USD,1M-3M,0.166667,4.300000,synthetic_curve_calibrated_to_public_market_context,flattener,224.696046,6.546960
USD,3M-6M,0.375000,4.250000,synthetic_curve_calibrated_to_public_market_context,flattener,206.441386,6.314414
USD,6M-9M,0.625000,4.200000,synthetic_curve_calibrated_to_public_market_context,flattener,185.754498,6.057545
USD,9M-1Y,0.875000,4.150000,synthetic_curve_calibrated_to_public_market_context,flattener,166.320965,5.813210
USD,1Y-1.5Y,1.250000,4.100000,synthetic_curve_calibrated_to_public_market_context,flattener,139.355861,5.493559
USD,1.5Y-2Y,1.750000,4.050000,synthetic_curve_calibrated_to_public_market_context,flattener,107.118197,5.121182
USD,2Y-3Y,2.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,flattener,65.723036,4.657230
USD,3Y-4Y,3.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,flattener,21.323257,4.213233
USD,4Y-5Y,4.500000,4.050000,synthetic_curve_calibrated_to_public_market_context,flattener,-13.255325,3.917447
USD,5Y-6Y,5.500000,4.100000,synthetic_curve_calibrated_to_public_market_context,flattener,-40.185152,3.698148
USD,6Y-7Y,6.500000,4.200000,synthetic_curve_calibrated_to_public_market_context,flattener,-61.158122,3.588419
USD,7Y-8Y,7.500000,4.300000,synthetic_curve_calibrated_to_public_market_context,flattener,-77.491887,3.525081
USD,8Y-9Y,8.500000,4.400000,synthetic_curve_calibrated_to_public_market_context,flattener,-90.212637,3.497874
USD,9Y-10Y,9.500000,4.500000,synthetic_curve_calibrated_to_public_market_context,flattener,-100.119567,3.498804
USD,10Y-15Y,12.500000,4.650000,synthetic_curve_calibrated_to_public_market_context,flattener,-118.523650,3.464764
USD,15Y-20Y,17.500000,4.800000,synthetic_curve_calibrated_to_public_market_context,flattener,-130.279447,3.497206
USD,>20Y,25.000000,4.900000,synthetic_curve_calibrated_to_public_market_context,flattener,-134.276080,3.557239
USD,ON,0.001370,4.350000,synthetic_curve_calibrated_to_public_market_context,short_up,299.897278,7.348973
USD,ON-1M,0.041667,4.350000,synthetic_curve_calibrated_to_public_market_context,short_up,296.891220,7.318912
USD,1M-3M,0.166667,4.300000,synthetic_curve_calibrated_to_public_market_context,short_up,287.756837,7.177568
USD,3M-6M,0.375000,4.250000,synthetic_curve_calibrated_to_public_market_context,short_up,273.153108,6.981531
USD,6M-9M,0.625000,4.200000,synthetic_curve_calibrated_to_public_market_context,short_up,256.603598,6.766036
USD,9M-1Y,0.875000,4.150000,synthetic_curve_calibrated_to_public_market_context,short_up,241.056772,6.560568
USD,1Y-1.5Y,1.250000,4.100000,synthetic_curve_calibrated_to_public_market_context,short_up,219.484689,6.294847
USD,1.5Y-2Y,1.750000,4.050000,synthetic_curve_calibrated_to_public_market_context,short_up,193.694558,5.986946
USD,2Y-3Y,2.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,short_up,160.578429,5.605784
USD,3Y-4Y,3.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,short_up,125.058606,5.250586
USD,4Y-5Y,4.500000,4.050000,synthetic_curve_calibrated_to_public_market_context,short_up,97.395740,5.023957
USD,5Y-6Y,5.500000,4.100000,synthetic_curve_calibrated_to_public_market_context,short_up,75.851879,4.858519
USD,6Y-7Y,6.500000,4.200000,synthetic_curve_calibrated_to_public_market_context,short_up,59.073503,4.790735
USD,7Y-8Y,7.500000,4.300000,synthetic_curve_calibrated_to_public_market_context,short_up,46.006490,4.760065
USD,8Y-9Y,8.500000,4.400000,synthetic_curve_calibrated_to_public_market_context,short_up,35.829890,4.758299
USD,9Y-10Y,9.500000,4.500000,synthetic_curve_calibrated_to_public_market_context,short_up,27.904347,4.779043
USD,10Y-15Y,12.500000,4.650000,synthetic_curve_calibrated_to_public_market_context,short_up,13.181080,4.781811
USD,15Y-20Y,17.500000,4.800000,synthetic_curve_calibrated_to_public_market_context,short_up,3.776443,4.837764
USD,>20Y,25.000000,4.900000,synthetic_curve_calibrated_to_public_market_context,short_up,0.579136,4.905791
USD,ON,0.001370,4.350000,synthetic_curve_calibrated_to_public_market_context,short_down,-299.897278,1.351027
USD,ON-1M,0.041667,4.350000,synthetic_curve_calibrated_to_public_market_context,short_down,-296.891220,1.381088
USD,1M-3M,0.166667,4.300000,synthetic_curve_calibrated_to_public_market_context,short_down,-287.756837,1.422432
USD,3M-6M,0.375000,4.250000,synthetic_curve_calibrated_to_public_market_context,short_down,-273.153108,1.518469
USD,6M-9M,0.625000,4.200000,synthetic_curve_calibrated_to_public_market_context,short_down,-256.603598,1.633964
USD,9M-1Y,0.875000,4.150000,synthetic_curve_calibrated_to_public_market_context,short_down,-241.056772,1.739432
USD,1Y-1.5Y,1.250000,4.100000,synthetic_curve_calibrated_to_public_market_context,short_down,-219.484689,1.905153
USD,1.5Y-2Y,1.750000,4.050000,synthetic_curve_calibrated_to_public_market_context,short_down,-193.694558,2.113054
USD,2Y-3Y,2.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,short_down,-160.578429,2.394216
USD,3Y-4Y,3.500000,4.000000,synthetic_curve_calibrated_to_public_market_context,short_down,-125.058606,2.749414
USD,4Y-5Y,4.500000,4.050000,synthetic_curve_calibrated_to_public_market_context,short_down,-97.395740,3.076043
USD,5Y-6Y,5.500000,4.100000,synthetic_curve_calibrated_to_public_market_context,short_down,-75.851879,3.341481
USD,6Y-7Y,6.500000,4.200000,synthetic_curve_calibrated_to_public_market_context,short_down,-59.073503,3.609265
USD,7Y-8Y,7.500000,4.300000,synthetic_curve_calibrated_to_public_market_context,short_down,-46.006490,3.839935
USD,8Y-9Y,8.500000,4.400000,synthetic_curve_calibrated_to_public_market_context,short_down,-35.829890,4.041701
USD,9Y-10Y,9.500000,4.500000,synthetic_curve_calibrated_to_public_market_context,short_down,-27.904347,4.220957
USD,10Y-15Y,12.500000,4.650000,synthetic_curve_calibrated_to_public_market_context,short_down,-13.181080,4.518189
USD,15Y-20Y,17.500000,4.800000,synthetic_curve_calibrated_to_public_market_context,short_down,-3.776443,4.762236
USD,>20Y,25.000000,4.900000,synthetic_curve_calibrated_to_public_market_context,short_down,-0.579136,4.894209
EUR,ON,0.001370,2.900000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.150000
EUR,ON-1M,0.041667,2.900000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.150000
EUR,1M-3M,0.166667,2.850000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.100000
EUR,3M-6M,0.375000,2.800000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.050000
EUR,6M-9M,0.625000,2.750000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.000000
EUR,9M-1Y,0.875000,2.700000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,4.950000
EUR,1Y-1.5Y,1.250000,2.650000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,4.900000
EUR,1.5Y-2Y,1.750000,2.600000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,4.850000
EUR,2Y-3Y,2.500000,2.600000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,4.850000
EUR,3Y-4Y,3.500000,2.650000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,4.900000
EUR,4Y-5Y,4.500000,2.750000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.000000
EUR,5Y-6Y,5.500000,2.850000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.100000
EUR,6Y-7Y,6.500000,2.950000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.200000
EUR,7Y-8Y,7.500000,3.050000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.300000
EUR,8Y-9Y,8.500000,3.150000,synthetic_curve_calibrated_to_public_market_context,parallel_up,225.000000,5.400000
